trainer.batch_size,trainer.bptt_horizon,trainer.minibatch_size,trainer.optimizer.beta1,trainer.optimizer.beta2,trainer.optimizer.eps,trainer.optimizer.learning_rate,trainer.ppo.clip_coef,trainer.ppo.ent_coef,trainer.ppo.gae_lambda,trainer.ppo.gamma,trainer.ppo.vf_clip_coef,trainer.ppo.vf_coef,trainer.total_timesteps,trainer.update_epochs,score,cost,runtime,timestamp
524288,16,8192,0.9,0.999,1e-08,0.001000000000000001,0.19999999999999996,0.001000000000000001,0.95,0.99,9.999999999999998,0.4999999999999999,100000000,3,0.007928571530750819,86.44475483894348,86.44475483894348,2025-07-25 19:19:02+00:00
262144,16,4096,0.7324053921577509,0.999,2.2084577388707697e-07,0.0001540447873249908,0.11273204367615064,0.0019721198968643,0.9629717223071224,0.9733174778396956,18.71327632049042,0.5496879083651255,10000000,5,0.02378571459225246,86.52152299880981,86.52152299880981,2025-07-25 19:22:17+00:00
262144,16,8192,0.5411731392620436,0.998986470960986,8.478638506649606e-07,2.457756945481191e-05,0.05000000000000005,0.004055006883556071,0.9757134805522772,0.9274489729999572,11.297655270029056,0.511971851519207,10000000,7,0.0,86.69290542602539,86.69290542602539,2025-07-25 19:25:32+00:00
262144,16,2048,0.2539790036374884,0.999,1.000000000000002e-06,0.0003991221759255558,0.0906272254906354,0.001576430861364885,0.8669050663060427,0.9809513594152688,36.77672621825038,0.22842728186061967,178719233,3,0.0,86.86215949058533,86.86215949058533,2025-07-25 19:28:45+00:00
262144,16,8192,0.9445411335333824,0.9986566390469708,2.892627287649796e-07,0.000821494678210016,0.20144447216887015,0.0013664413274322735,0.9683682820281638,0.9903833279068563,16.015630365175795,0.681579963253055,10000000,6,0.0,86.30007338523865,86.30007338523865,2025-07-25 19:32:02+00:00
262144,16,2048,0.8843037917924264,0.9974288745622109,5.100128455001601e-07,2.582532211143897e-05,0.21739507819792248,0.003099073821069221,0.9855241993405274,0.9133912403245183,37.854987753640685,0.736825994655041,10000000,5,0.0,102.10403633117676,102.10403633117676,2025-07-25 19:33:57+00:00
262144,16,2048,0.09999999999999998,0.999,2.1441104165934915e-07,2.200958798384674e-05,0.05000000000000005,0.0008965240205099989,0.9661101674042872,0.9084080395058718,37.614692292533256,0.6357324595873382,161356492,4,0.007928571530750819,86.20987558364868,86.20987558364868,2025-07-25 19:35:15+00:00
262144,16,4096,0.7894240967381521,0.999,5.576944783670408e-08,0.00020232803278747913,0.05000000000000005,0.003993446713353998,0.988756386430226,0.9578241644350668,15.09266809210823,0.7337600352349896,340607658,4,0.007928571530750819,105.3426365852356,105.3426365852356,2025-07-25 19:37:56+00:00
262144,16,2048,0.9380959372818976,0.9985760616816564,2.727951950163988e-07,3.700836147099386e-05,0.1866714695891516,0.002783834275832818,0.9787717838397754,0.9653136949466544,12.201362429486228,0.6783775207472804,10000000,4,0.007928571530750819,86.65755605697632,86.65755605697632,2025-07-25 19:38:30+00:00
262144,16,4096,0.09999999999999998,0.9969689727105732,2.988118730651737e-08,6.402760558953562e-05,0.1331274785691634,0.0020949810578274786,0.988954119337986,0.9228062804573806,47.59450293156611,0.6155887844565744,10000000,5,0.0,87.17585349082947,87.17585349082947,2025-07-25 19:41:46+00:00
262144,16,2048,0.5869400909048609,0.999,7.306782057965099e-09,0.0006675435628368472,0.14741405422184128,0.004017018747284139,0.9716092270463252,0.9777794343581576,44.48149148939768,0.4935817801132505,10000000,4,0.0,105.33445191383362,105.33445191383362,2025-07-25 19:41:53+00:00
262144,16,2048,0.7526495699991781,0.999,1.1316409278746756e-08,0.0001296936467077867,0.05000000000000005,0.0046589303252334855,0.961872913214572,0.949279456192626,12.069582473187104,0.7152010737397041,10000000,4,0.015857143061501638,87.08512783050537,87.08512783050537,2025-07-25 19:45:00+00:00
262144,16,4096,0.8870311133069717,0.999,2.5054427102044045e-08,0.00018929479025407047,0.05731038677047373,0.002932122842032202,0.980414315601338,0.9222432504827996,8.314794732437944,0.6276820703895065,224777521,4,0.007928571530750819,87.61786413192749,87.61786413192749,2025-07-25 19:48:16+00:00
262144,16,2048,0.7384490320052606,0.9989682684331556,8.637664411266704e-08,0.00019202865205245637,0.05000000000000005,0.002017416915826003,0.9842253841232008,0.9693136339653452,15.8340145925933,0.7337484543730277,10000000,3,0.0,86.25375509262085,86.25375509262085,2025-07-25 19:51:31+00:00
262144,16,4096,0.7645597420336452,0.999,9.94579161546501e-08,4.1076995316251995e-05,0.10248395884429616,0.0025285694957482064,0.9545392885742828,0.9679735614067616,23.940139490964928,0.5933121801802126,10000000,6,0.007928571530750819,86.7575888633728,86.7575888633728,2025-07-25 19:54:44+00:00
262144,16,8192,0.4591144299669705,0.9982437890921252,5.536012325355881e-07,0.00022672432346093927,0.16684539288302236,0.005929196608502449,0.9800264216196244,0.9407504383908712,18.904054577468113,0.5490549607379016,411187061,3,0.02378571459225246,87.52602028846741,87.52602028846741,2025-07-25 19:57:59+00:00
262144,16,4096,0.5081877324210506,0.999,9.543222131388134e-09,0.0004890094860754972,0.0911574352136012,0.005339854038016232,0.9343009289825808,0.9891215471349616,11.53747101340397,0.6951035471538947,441252807,4,0.0,86.5845148563385,86.5845148563385,2025-07-25 20:01:13+00:00
262144,16,8192,0.5727856608366352,0.9978813881769092,1.000000000000002e-06,0.00024737287841277306,0.05000000000000005,0.005522402719577475,0.95585022701256,0.9664933792880124,19.762007418866187,0.3588665631177431,477193610,4,0.015857143061501638,86.09057521820068,86.09057521820068,2025-07-25 20:04:27+00:00
262144,16,8192,0.6437911151463046,0.9988830266637796,4.6813290995728446e-08,0.0015508657950352412,0.12888353062171032,0.01000000000000001,0.9755015756202708,0.9174107825691438,25.88612891036142,0.09999999999999998,850592600,2,0.007928571530750819,86.51210689544678,86.51210689544678,2025-07-25 20:07:53+00:00
262144,16,8192,0.902601833351599,0.998725435326116,2.5888569662310837e-07,0.00020685504475472617,0.1872882656550956,0.01000000000000001,0.9626355835066842,0.9285120988611052,10.938757564548746,0.6060562464558104,500086512,4,0.015857143061501638,87.58096122741699,87.58096122741699,2025-07-25 20:11:09+00:00
